unit1_txt	unit2_txt	dir	rel_type	orig_label	label
and whether > those reasons relate to why you 'd want them to use your work and to invite > you to speak .	Why , indeed , would I ?	1>2	unknown	antithesis	contrast
Why , indeed , would I ?	This might be the place to begin a good discussion .	1>2	unknown	background	frame
This might be the place to begin a good discussion .	As you can tell from the above , by now I 'm not feeling too interested in responding to SF 's meticulously clarified queries .	1>2	unknown	concession	concession
As you can tell from the above , by now I 'm not feeling too interested in responding to SF 's meticulously clarified queries .	To the rest of us I 'll just say for now that learning why scientists use my work and why they invite me to speak is why I show up .	1>2	unknown	concession	concession
To the rest of us I 'll just say for now that learning why scientists use my work and why they invite me to speak is why I show up .	Briefly put :	1>2	unknown	background	frame
Briefly put :	I want to learn more about how they interpret themselves , their work , and mine .	1>2	unknown	background	frame
Rhetorically , Fuller 's " ( at least my ) unclarity " is a rather clear display recognizable to anyone familiar with certain rather common agonistic academic displays .	I want to learn more about how they interpret themselves , their work , and mine .	1<2	unknown	list	conjunction
I want to learn more about how they interpret themselves , their work , and mine .	My work is a lens some of them find interesting to use for that purpose , sometimes .	1<2	unknown	elaboration	elaboration
I want to learn more about how they interpret themselves , their work , and mine .	There are certainly enough scientists , engineers , and clinicians reading this list and reading the work of many other readers of this list that they could tell us themselves why they bother to read our representations of their practicies .	1<2	unknown	elaboration	elaboration
There are certainly enough scientists , engineers , and clinicians reading this list and reading the work of many other readers of this list that they could tell us themselves why they bother to read our representations of their practicies .	It a very bad ethnographic and archival research strategy , by the way , to speak FOR the subjects of one 's research , dead or alive .	1<2	unknown	evidence	explanation
Back to Fuller 's [ oops , that should be FULLER 's ] s l o w l y delineated queries to " TRAWEEK "	In other words , do you detect a mutual interest or common > understanding in your interactions with the scientists ?	1>2	unknown	background	frame
Back to Fuller 's [ oops , that should be FULLER 's ] s l o w l y delineated queries to " TRAWEEK "	as if I were still the dull witted student being red lined	1<2	unknown	elaboration	elaboration
as if I were still the dull witted student being red lined	[ why in the world have other readers of this list put up with this	1<2	unknown	background	frame
[ why in the world have other readers of this list put up with this	when their messages are being dissected in this desicated way ? ] :	1<2	unknown	circumstance	temporal
In other words , do you detect a mutual interest or common > understanding in your interactions with the scientists ?	Ah , he 's on to me , using that word ' detect . '	1>2	unknown	antithesis	contrast
Ah , he 's on to me , using that word ' detect . '	What a deceptively simple question ,	1>2	unknown	background	frame
Ah , he 's on to me , using that word ' detect . '	He probably knows that I 've written a lot about physicists ' detectors and written about my own inquiries among them as ' detecting . '	1<2	unknown	evidence	explanation
